"platform_name","news_url","news_title","news_content","news_posttime"
"第一财经","https://m.yicai.com/news/102333073.html","降利率对银行有何影响？报告：息差风险不应成为政策掣肘","进入10月底，上市银行三季报也迎来密集披露期，净息差仍是市场最关注的财务指标之一。截至10月29日，已经披露数据的几家银行净息差普遍还处于下行通道之中。9月以来，央行宣布并陆续落地一揽子宽松政策，市场在关注降准降息对宏观经济的刺激效果的同时，也开始担忧降低政策利率对银行造成的影响，尤其在持续下行的净息差趋势中，中小银行的经营风险被格外关注。","2024-10-29 21:36:22"
"第一财经","https://www.yicai.com/news/102333084.html","凌云光：上调回购价格上限为不超过30元/股","凌云光公告，拟将公司第三次回购计划的回购价格上限由不超过21元/股调整为不超过30元/股。","2024-10-29 21:33:18"
"第一财经","https://m.yicai.com/news/102333084.html","凌云光：上调回购价格上限为不超过30元/股","凌云光公告，拟将公司第三次回购计划的回购价格上限由不超过21元/股调整为不超过30元/股。","2024-10-29 21:33:18"
"第一财经","https://www.yicai.com/news/102333082.html","美股开盘丨三大指数涨跌不一 特朗普媒体科技集团涨逾10%","道指跌0.36%，纳指涨0.02%，标普500指数跌0.13%。热门中概股多数上涨，贝壳、富途控股涨逾3%。特朗普媒体科技集团涨逾10%，福特汽车跌超7%，PayPal跌超6%。","2024-10-29 21:33:07"
"第一财经","https://m.yicai.com/news/102333082.html","美股开盘丨三大指数涨跌不一 特朗普媒体科技集团涨逾10%","道指跌0.36%，纳指涨0.02%，标普500指数跌0.13%。热门中概股多数上涨，贝壳、富途控股涨逾3%。特朗普媒体科技集团涨逾10%，福特汽车跌超7%，PayPal跌超6%。举报 第一财经广告合作，请点击这里 此内容为第一财经原创，著作权归第一财经所有。","2024-10-29 21:33:07"
"第一财经","https://m.yicai.com/news/102333080.html","三季报汇总｜这家公司前三季度净利同比增超700%","►增长： 荣盛石化：前三季度净利润87.67亿元，同比增长714.73%；第三季度净利润1874.21万元，同比下降98.48%； 中船防务：前三季度净利润1.87亿元，同比增长674%；第三季度净利润4042万元，同比增长250.41%； 牧原股份：前三季度净利润104.81亿元，同比增长668.90%；第三季度净利润96.52亿元，同比增长930.20%； 百大集团：前三季度净利润1.32亿元，同比增长532.11%；第三季度净利润7923.98万元，同比增长61923.90%； 江淮汽车：前三季度净利润6.25亿元，同比增长239.86%；第三季度净利润3.24亿元，同比增长1028.38%； 中国人保：前三季度净利润363.31亿元，同比增长77.2%；第三季度净利润为136.44亿元，同比增长2093.6%； 中国铝业：前三季度净利润90.17亿元，同比增长68.46%；第三季度净利润20亿元，同比增长3.34%； 东鹏饮料：前三季度净利润27.07亿元，同比增长63.53%；第三季度净利润9.77亿元，同比增长78.42%； 北方华创：前三季度净利润44.63亿元，同比增长54.72%；第三季度净利润16.82亿元，同比增长55.02%； 三安光电：前三季度净利润2.47亿元，同比增长43.21%；第三季度净利润6287.02万元，同比增长2278.24%； 德业股份：前三季度净利润22.4亿元，同比增加42.81%；第三季度净利润10.039亿元，同比增加229.52%； 三环集团：前三季度净利润16.03亿元，同比增长40.38%；第三季度净利润5.78亿元，同比增长40.59%； 太辰光：前三季度净利润1.46亿元，同比增加39.09%；第三季度净利润6629万元，同比增加99.90%； 容大感光：前三季度净利润1.05亿元，同比增长32.74%；第三季度净利润3317.06万元，同比下降3.55%； 中金黄金：前三季度净利润26.43亿元，同比增长27.55%；第三季度净利润 9亿元，同比增长29.24%； 顺丰控股：前三季度净利润76.17亿元，同比增长21.59%；第三季度净利润为28.1亿元，同比增长34.59%； 海尔智家：前三季度净利润151.54亿元，同比增长15.3%；第三季度净利润7479.9万元，同比下降5.0%； 招商证券：前三季度净利润71.49亿元，同比增11.68%；第三季度净利润24.02亿元，同比增长43.43%； 迈瑞医疗：前三季度净利润106.37亿元，同比增长8.16%；第三季度净利润30.76亿元，同比下降9.31%； 云南白药：前三季度净利润为43.27亿元，同比增长4.93%；第三季度净利润为11.38亿元，同比下降12.16%； 中信证券：前三季度净利润167.99亿元，同比增长2.35%；第三季度净利润62.29亿元，同比增长21.94%； 青岛啤酒：前三季度净利润49.9亿元，同比增长1.67%；第三季度净利润13.48亿元，同比下降9.03%； 中国石油：前三季度净利润1325.22亿元，同比增长0.7%；第三季度净利润439.11亿元，同比下降5.3%； 国信证券：前三季度净利润48.79亿元，同比增长0.10%；第三季度净利润17.4亿元，同比增长35.5%； ►下降、亏损： TCL科技：前三季度净利润15.25亿元，同比下降5.34%；第三季度净利润5.3亿元，同比下降58.29%； 中航光电：前三季度净利润25.13亿元，同比下降13.15%；第三季度净利润8.45亿元，同比下降10.14%； 华能国际：前三季度净利润104.13亿元，同比下降17.12%；第三季度净利润29.59亿元，同比下降52.69%； 中微公司：前三季度归母净利润9.13亿元，同比下降21.28%；第三季度净利润3.96亿元，同比增长152.63%； 紫光国微：前三季度净利润10.1亿元，同比下降50.27%；第三季度净利润为2.72亿元，同比下降57.3%； 银之杰：前三季度净利润亏损6299.8万元，第三季度净利润亏损1297.11万元； 昆仑万维：前三季度净利润亏损6.27亿元，第三季度净利润亏损2.37亿元。","2024-10-29 21:31:47"
"第一财经","https://www.yicai.com/news/102333080.html","三季报汇总｜这家公司前三季度净利同比增超700%","►增长：荣盛石化：前三季度净利润87.67亿元，同比增长714.73%；第三季度净利润1874.21万元，同比下降98.48%；中船防务：前三季度净利润1.87亿元，同比增长674%；第三季度净利润4042万元，同比增长250.41%；","2024-10-29 21:31:47"
"第一财经","https://www.yicai.com/news/102333078.html","26股特大单净流入超2亿元","据数据宝，今日，26股特大单净流入超2亿元，中科曙光特大单净流入18.17亿元，净流入资金规模居首；欧菲光特大单净流入资金12.11亿元，位列第二；净流入资金居前的还有中粮资本、华天科技、中国长城等。特大单净流出股中，东方财富特大单净流出资金18.41亿元，净流出资金最多；宗申动力、银之杰特大单净流出资金分别为15.04亿元、14.57亿元，净流出资金规模位列第二、第三。","2024-10-29 21:31:41"
"第一财经","https://m.yicai.com/news/102333078.html","26股特大单净流入超2亿元","据数据宝，今日，26股特大单净流入超2亿元，中科曙光特大单净流入18.17亿元，净流入资金规模居首；欧菲光特大单净流入资金12.11亿元，位列第二；净流入资金居前的还有中粮资本、华天科技、中国长城等。特大单净流出股中，东方财富特大单净流出资金18.41亿元，净流出资金最多；宗申动力、银之杰特大单净流出资金分别为15.04亿元、14.57亿元，净流出资金规模位列第二、第三。","2024-10-29 21:31:41"
"第一财经","https://m.yicai.com/news/102333075.html","安利股份：正积极推进安利越南剩余2条生产线的建设 计划于年底调试","安利股份接受机构调研时表示，比亚迪目前是公司汽车内饰品类最大客户，合作态势向好；公司与小鹏合作稳定。公司目前覆盖了较多车企品牌，与丰田、长城、赛力斯、江淮、奇瑞、集度、极越等车企开展合作，积极拓展更多品牌客户，公司努力在汽车品类实现良好的增速。","2024-10-29 21:30:03"
"第一财经","http://www.yicai.com/news/102333075.html","安利股份：正积极推进安利越南剩余2条生产线的建设 计划于年底调试","安利股份接受机构调研时表示，比亚迪目前是公司汽车内饰品类最大客户，合作态势向好；公司与小鹏合作稳定。公司目前覆盖了较多车企品牌，与丰田、长城、赛力斯、江淮、奇瑞、集度、极越等车企开展合作，积极拓展更多品牌客户，公司努力在汽车品类实现良好的增速。目前，公司正积极推进安利越南剩余2条生产线的建设，计划于2024年年底调试，2025年上半年投产。届时，安利越南将形成4条生产线的产能。","2024-10-29 21:30:03"
"第一财经","https://www.yicai.com/news/102333072.html","深交所终止日日顺创业板发行上市审核","因日日顺供应链科技股份有限公司及其保荐人撤回发行上市申请，深交所决定终止其创业板发行上市审核。","2024-10-29 21:26:09"
"第一财经","http://www.yicai.com/news/102333066.html","比亚迪据悉将聘请前STELLANTIS英国前负责人开拓欧洲市场","比亚迪据悉将聘请前STELLANTIS英国前负责人开拓欧洲市场。","2024-10-29 21:21:51"
"第一财经","https://www.yicai.com/video/102333043.html","徐可：怎么选大集团小市值重组股？","举报","2024-10-29 21:16:01"
"第一财经","https://www.yicai.com/video/102333042.html","徐可：真正的重组股龙头还没登场！","举报","2024-10-29 21:15:58"
"第一财经","https://www.yicai.com/news/102333028.html","以反不正当竞争法修订为契机，加快推动公共数据商业化利用丨法经兵言","日前国务院常务会议讨论并原则通过》，决定将草案提请全国人大常委会审议，以进一步规范数字经济领域的反不正当竞争行为，特别是有关商业数据的获取和利用行为，这对推动我国海量数据的商业化价值有序释放具有重要意义，在促进公共数据的有序开放和有效利用上，更是具有创新性的时代意义。","2024-10-29 21:08:30"
"第一财经","https://www.yicai.com/news/102333030.html","加快产业链金融链融合，推动氢能产业高质量发展","氢能作为一种绿色低碳、来源丰富、应用广泛的可再生新兴能源，正成为变革能源结构、应对气候变化的重要手段。根据国际能源署预测，到2030年，全球氢能需求量将达到1.5亿吨，并在2060年突破4亿吨。2024年8月11日发布的明确提出建立健全氢能“制储输用”标准，推进氢能“制储输用”全链条发展。从市场情况看，我国氢能产业发展潜力巨大。2024年7月，国家能源局发布》）显示，全国氢气产量超3500万吨/年。中国氢能联盟预计在2060年碳中和愿景下，我国氢能产量有望突破1.3亿吨，在终端能源消费中的占比约为20%。","2024-10-29 21:08:21"
"第一财经","https://www.yicai.com/news/102332891.html","公司与行业1029丨个股分化巨大 赚钱机会怎么把握？","主持人：阳子嘉宾：边风炜 徐可 陈莉今天大盘围绕 3300 点一线震荡整固，量能超2万亿元，交投氛围热烈。在三季报即将发布完毕之际，市场是否会持续在高位进行窄幅震荡，以等待外围消息的明朗化呢？对市场走势始终保持谨慎乐观态度的边风炜，对于11月的市场会作出哪些预测呢？","2024-10-29 21:04:00"
"第一财经","https://www.yicai.com/video/102333031.html","公司与行业1029丨个股分化巨大 赚钱机会怎么把握？","主持人：阳子嘉宾：边风炜 徐可 陈莉今天大盘围绕 3300 点一线震荡整固，量能超2万亿元，交投氛围热烈。在三季报即将发布完毕之际，市场是否会持续在高位进行窄幅震荡，以等待外围消息的明朗化呢？对市场走势始终保持谨慎乐观态度的边风炜，对于11月的市场会作出哪些预测呢？","2024-10-29 21:00:05"
"第一财经","https://www.yicai.com/news/102333033.html","小米15Pro系列手机售价公布 起售价为5299元","小米15系列暨小米澎湃OS 2新品发布会召开。小米15Pro系列手机售价公布，起售价为5299元。","2024-10-29 20:58:49"
"第一财经","https://www.yicai.com/video/102333024.html","10分钟缩短到5分钟，AI预问诊效率提升，数据标注加速优质数据产业发展｜一探","一次问诊，人工采集症状需要10分钟，而在AI的助力下，问诊效率大幅提升，问诊时间缩短至一半。其背后离不开数据标注的功劳。医联创始人CEO王仕锐告诉第一财经记者，在医疗领域，数据标注是核心中的核心。做好数据标注，能够获得更高质量的数据，进一步提升数据训练效率。目前，数据标注产业也成为众多互联网大厂们纷纷布局的方向。更现场、更财经，一探究竟！","2024-10-29 20:53:53"
"第一财经","http://www.yicai.com/news/102333023.html","美股盘前丨股指期货走低 福特汽车盘前跌逾6%","①美国能源部寻求购买300万桶原油以补充战略石油储备；①美国三大股指期货走低。截至发稿，道指期货跌0.37%，标普500指数期货跌0.18%，纳指期货跌0.06%；②欧洲主要股指多数走高。截至发稿，英国富时100指数跌0.12%，法国CAC40指数涨0.23%，德国DAX指数涨0.19%，欧洲斯托克50指数涨0.16%；","2024-10-29 20:48:56"
"第一财经","https://www.yicai.com/news/102333021.html","赛力斯发布声明：网上有关“赛力斯520计划”的传闻不实","赛力斯今日发布声明称，近期，网上有关“赛力斯520计划”的传闻不实。赛力斯称，为适应新能源汽车产业的变革性发展，激发公司管理层员工持续保持工作激情和年轻化心态，公司曾在一次内部会议上讨论过“520计划”，但并未形成计划方案，更未正式实施。同时，网传泄密“520计划”员工被连降三级的说法亦不属实。","2024-10-29 20:47:48"
"第一财经","https://www.yicai.com/video/102333012.html","袁建新：“小而美”火热背后的逻辑","举报","2024-10-29 20:36:19"
"第一财经","https://www.yicai.com/video/102333009.html","张叡哲：市场调整中 “它们”或许更有机会","微博QQ分享到微信打开微信，点击底部的“发现”，使用“扫一扫”即可将网页分享至朋友圈。张叡哲：市场调整中 “它们”或许更有机会 第一财经2024-10-29 20:36:16责编：马勤忠举报","2024-10-29 20:36:16"
"第一财经","https://www.yicai.com/news/102333014.html","荣盛石化：前三季度净利润同比增长714.73%","荣盛石化发布2024年第三季度报告，前三季度实现营业收入2451.96亿元，同比增长2.57%；归属于上市公司股东的净利润87.67亿元，同比增长714.73%；基本每股收益0.09元。第三季度实现营业收入839.47亿元，同比下降0.68%；归属于上市公司股东的净利润1874.21万元，同比下降98.48%。","2024-10-29 20:35:54"
"第一财经","https://www.yicai.com/video/102333006.html","张晓锋：关注具备潜在重组并购及产业整合个股","举报","2024-10-29 20:33:02"
"第一财经","https://www.yicai.com/news/102332942.html","微软长文炮轰谷歌：诋毁微软声誉并误导公众","当地时间10月28日，微软副总法律顾问Rima Alaily的一篇博客文章，将微软和谷歌两巨头在云市场上的争端再次推向大众。Rima Alaily在题目为文章中表示，谷歌在本周将成立“人造草坪”组织，该组织是为了在竞争管理机构和政策制定者面前诋毁微软，并误导公众。“谷歌将尽力掩盖其参与、投入资金和控制组织的痕迹，并招募了几家欧洲云提供商作为该组织的公众形象。据我们了解，当该组织成立时，谷歌很可能会以次要成员的身份出现，而不是领导者。”","2024-10-29 20:31:51"
"第一财经","https://www.yicai.com/news/102332878.html","谈股论金1029丨市场放量下挫 短期调整开始了吗？","今日嘉宾观点张叡哲：中短期市场震荡为主长期市场的反弹会持续较长时间高股息和上游资源股调整是机会紧盯消费和地产板块机会张晓锋：关注大盘3200—3500点核心运行区间市场区间震荡是主旋律关注电子元器件 半导体和光学光电子等板块","2024-10-29 20:07:39"
"第一财经","https://www.yicai.com/video/102332968.html","谈股论金1029丨市场放量下挫 短期调整开始了吗？","今日嘉宾观点张叡哲：中短期市场震荡为主长期市场的反弹会持续较长时间高股息和上游资源股调整是机会紧盯消费和地产板块机会张晓锋：关注大盘3200—3500点核心运行区间市场区间震荡是主旋律关注电子元器件 半导体和光学光电子等板块","2024-10-29 20:06:16"
"第一财经","https://www.yicai.com/video/102332960.html","张韵磊：光伏行业最差时候或已过去","微博QQ分享到微信打开微信，点击底部的“发现”，使用“扫一扫”即可将网页分享至朋友圈。张韵磊：光伏行业最差时候或已过去 第一财经2024-10-29 20:02:47责编：马勤忠举报","2024-10-29 20:02:47"
"第一财经","https://www.yicai.com/video/102332957.html","潘敏立：上涨不是下跌的理由 北证会继续强势但个股有所分化","微博QQ分享到微信打开微信，点击底部的“发现”，使用“扫一扫”即可将网页分享至朋友圈。潘敏立：上涨不是下跌的理由 北证会继续强势但个股有所分化 第一财经2024-10-29 20:02:44责编：马勤忠","2024-10-29 20:02:44"
"第一财经","https://www.yicai.com/video/102332956.html","张韵磊：近期市场走势很健康 牛市还没有走完！","微博QQ分享到微信打开微信，点击底部的“发现”，使用“扫一扫”即可将网页分享至朋友圈。张韵磊：近期市场走势很健康 牛市还没有走完！ 第一财经2024-10-29 20:02:40责编：马勤忠举报","2024-10-29 20:02:40"
"第一财经","https://www.yicai.com/video/102332947.html","降息给银行带来息差压力？ 专家：充分降息改善需求不足 带动银行盈利","在需求不足的经济环境中，银行业正面临息差收窄、盈利下降、不良资产上升的压力。CF40 资深研究员张斌表示，如果长期停留在这种状态，银行将持续承压，而降息则可有效改变现状。张斌指出，降息有助于激活信贷需求，改善银行的盈利状况，降低不良资产率。通过充分降息，银行不仅可获得更多盈利机会，也将为经济回暖注入活力。","2024-10-29 19:55:55"
"第一财经","https://www.yicai.com/news/102332850.html","二十届中央第四轮巡视对象公布","经党中央批准，二十届中央第四轮巡视将对中央宣传部、中央统战部、中央网络安全和信息化委员会办公室、中央台湾工作办公室、中央党校、中央党史和文献研究院、中国外文出版发行事业局、人民日报社、求是杂志社、光明日报社、中国日报社、经济日报社、科技日报社、中国浦东干部学院、中国井冈山干部学院、中国延安干部学院、中央社会主义学院、中华全国总工会、中国共产主义青年团中央委员会、中华全国妇女联合会、中国文学艺术界联合会、中国作家协会、中华全国归国华侨联合会、中华全国新闻工作者协会、中华全国台湾同胞联谊会、中国宋庆龄基金会、中华全国工商业联合会、国家民族事务委员会、文化和旅游部、国家广播电视总局、新华通讯社、中国社会科学院、中央广播电视总台、国家文物局等34家单位党组织开展常规巡视。","2024-10-29 19:08:33"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615834.html","明泰铝业：接受长江证券等机构调研","每经AI快讯，明泰铝业发布公告称，10月28日，明泰铝业接受长江证券等机构调研，公司副总经理/财务总监孙军训、副总经理/董事会秘书雷鹏、销售业务部 长李博、证券事务代表景奇浩回答了调研机构提出的问题。截至发稿，明泰铝业市值为165亿元。","2024-10-29 16:20:36"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615833.html","中研股份：以自有资金出资人民币1000万元设立全资子公司中研复材（深圳）科技有限责任公司","每经AI快讯，中研股份10月29日晚间发布公告称，鉴于目前业务发展情况，吉林省中研高分子材料股份有限公司综合考虑了产业集聚效应及细分行业人才分布，经公司深入考察，深圳以其强大的高分子材料产业集群、丰富的人才储备及政府的积极政策支持，成为公司拓展PEEK行业的理想之地。深圳的城市优势，包括创新氛围浓厚、市场需求广阔及完善的基础设施，为公司提供了良好的发展环境。公司计划利用这些优势，加强与深圳当地企业及研究机构的合作，以自有资金出资人民币1000万元设立全资子公司中研复材科技有限责任公司。","2024-10-29 16:20:15"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615831.html","上海新阳：10月28日召开董事会会议","每经AI快讯，上海新阳10月29日晚间发布公告称，公司第六届第一次董事会会议于2024年10月28日在上海市松江区文诚路765号上海新晖大酒店思贤厅以现场结合通讯方式召开。审议了等。截至发稿，上海新阳市值为118亿元。","2024-10-29 16:19:52"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615830.html","中研股份：10月29日召开董事会会议","每经AI快讯，中研股份10月29日晚间发布公告称，公司第四届第三次董事会会议于2024年10月29日以现场结合通讯的方式召开。审议了等。截至发稿，中研股份市值为27亿元。道达号“个股趋势”提醒：1. 近30日内无机构对中研股份进行调研。","2024-10-29 16:19:28"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615829.html","现货钯金日内涨幅达2%","每经AI快讯，10月29日，现货钯金日内涨幅达2%，现报1238.78美元/盎司。","2024-10-29 16:19:24"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615828.html","蔚蓝锂芯：接受财通证券等机构调研","截至发稿，蔚蓝锂芯市值为107亿元。道达号“个股趋势”提醒：1. 近30日内无机构对蔚蓝锂芯进行调研。每经头条——免责声明：本文内容与数据仅供参考，不构成投资建议，使用前请核实。据此操作，风险自担。","2024-10-29 16:19:21"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615827.html","商务部：对原产于美国、沙特阿拉伯、马来西亚和泰国的进口乙醇胺继续征收反倾销税","10月29日，商务部发布关于原产于美国、沙特阿拉伯、马来西亚和泰国的进口乙醇胺所适用反倾销措施的期终复审裁定公告。2018年10月29日，商务部发布2018年第81号公告，决定对原产于美国、沙特阿拉伯、马来西亚和泰国的进口乙醇胺征收反倾销税，反倾销税率分别为美国公司76.0%-97.1%，沙特阿拉伯公司10.1%-27.9%，马来西亚公司18.3%-20.3%，泰国公司37.6%，实施期限为自2018年10月30日起5年。","2024-10-29 16:19:09"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615826.html","长春燃气：业绩说明会定于11月6日举行","截至发稿，长春燃气市值为28亿元。道达号“个股趋势”提醒：1. 近30日内无机构对长春燃气进行调研。每经头条——免责声明：本文内容与数据仅供参考，不构成投资建议，使用前请核实。据此操作，风险自担。","2024-10-29 16:18:54"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615825.html","威力传动： 获得政府补助","每经AI快讯，威力传动10月29日晚间发布公告称，银川威力传动技术股份有限公司于近日收到政府补助资金1000万元人民币，占公司最近一个会计年度经审计净利润的24.27%。截至发稿，威力传动市值为33亿元。","2024-10-29 16:18:47"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615824.html","华光新材：2024年前三季度净利润约7863万元，同比增加110.48%","每经AI快讯，华光新材10月29日晚间发布三季度业绩公告称，2024年前三季度营收约13.71亿元，同比增加30.45%；归属于上市公司股东的净利润约7863万元，同比增加110.48%；基本每股收益0.92元，同比增加113.95%。","2024-10-29 16:18:44"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615823.html","第34届中国新闻奖、第18届长江韬奋奖评选结果今起公示","每经AI快讯， 今日起，中国记协在中国记协微信公众号、中国记协网公示第34届中国新闻奖、第18届长江韬奋奖评选结果。本届中国新闻奖共评选出378件拟获奖作品，其中特别奖4件、一等奖75件、二等奖111件、三等奖188件；本届长江韬奋奖共评选出20位拟获奖人员，其中长江系列10位，韬奋系列10位。同时公示的还有本届中国新闻奖、长江韬奋奖评选细则和评委、审核委员名单。本次公示截止日期为11月3日。","2024-10-29 16:18:40"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615822.html","精进电动：2024年前三季度净利润约-3.86亿元","每经AI快讯，精进电动10月29日晚间发布三季度业绩公告称，2024年前三季度营收约9.19亿元，同比增加47.51%；归属于上市公司股东的净利润亏损约3.86亿元；基本每股收益亏损0.65元。截至发稿，精进电动市值为30亿元。","2024-10-29 16:18:40"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615821.html","华光新材：业绩说明会定于11月19日举行","每经AI快讯，华光新材10月29日晚间发布公告称，公司2024年第三季度业绩说明会定于2024年11月19日上午10:00-11:00，以在上证路演中心及全景网同步以网络文字互动的形式进行。出席本次业绩说明会的人员有：公司参加本次说明会人员包括董事长金李梅，董事兼总经理黄魏青，董事会秘书胡岭，副总经理兼核心技术人员唐卫岗，财务负责人张改英，独立董事金瑛。","2024-10-29 16:18:27"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615820.html","精进电动：10月29日召开董事会会议","每经AI快讯，精进电动10月29日晚间发布公告称，公司第三届第十八次董事会会议于2024年10月29日以现场与通讯相结合的方式召开。审议了等。截至发稿，精进电动市值为30亿元。道达号“个股趋势”提醒：1. 近30日内无机构对精进电动-UW进行调研。","2024-10-29 16:18:26"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615819.html","信科移动：业绩说明会定于11月7日举行","每经AI快讯，信科移动10月29日晚间发布公告称，公司2024年第三季度业绩说明会定于2024年11月7日上午10:00-11:00，以网络文字互动的形式进行。出席本次业绩说明会的人员有：董事长孙晓南，独立董事李秉成，副总经理、财务总监、董事会秘书张京红，证券事务代表章怀柯。","2024-10-29 16:17:44"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615818.html","新中港：业绩说明会定于11月12日举行","每经AI快讯，新中港10月29日晚间发布公告称，公司2024年第三季度业绩说明会定于2024年11月12日上午10:00-11:00，以上证路演中心网络互动的形式进行。出席本次业绩说明会的人员有：董事长谢百军，总经理兼副董事长谢迅，财务总监兼董事吴建红，董事会秘书密志春，独立董事张春鹏。","2024-10-29 16:17:38"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615817.html","德迈仕：2024年前三季度净利润约4096万元","每经AI快讯，德迈仕10月29日晚间发布三季度业绩公告称，2024年前三季度营收约5.23亿元，同比增加11.3%；归属于上市公司股东的净利润约4096万元，同比减少2.2%；基本每股收益0.267元，同比减少2.2%。","2024-10-29 16:17:33"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615816.html","中研股份：2024年前三季度净利润约2985万元","每经AI快讯，中研股份10月29日晚间发布三季度业绩公告称，2024年前三季度营收约1.93亿元，同比增加2.67%；归属于上市公司股东的净利润约2985万元，同比增加12.84%；基本每股收益0.25元，同比减少13.79%。","2024-10-29 16:17:27"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615815.html","民生证券给予陕西华达推荐评级，2024年三季报点评：3Q24营收环比增长9%；计提减值损失影响净利润","每经AI快讯，民生证券10月29日发布研报称，给予陕西华达推荐评级。评级理由主要包括：1）3Q24营收环比增长9%；需求端出现边际向好变化；2）财务费用率减少；计提减值损失影响净利润；3）银行承兑汇票增加；预付材料款有所增加。风险提示：下游需求不及预期、产品价格下降等。","2024-10-29 16:17:23"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615812.html","罗曼股份：2024年前三季度净利润约1579万元","每经AI快讯，罗曼股份10月29日晚间发布三季度业绩公告称，2024年前三季度营收约4.49亿元，同比增加10.8%；归属于上市公司股东的净利润约1579万元，同比减少79.1%。截至发稿，罗曼股份市值为29亿元。","2024-10-29 16:16:51"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615770.html","德迈仕：10月28日召开董事会会议","每经AI快讯，德迈仕10月29日晚间发布公告称，公司第四届第一次董事会会议于2024年10月28日以现场方式召开。审议了等。截至发稿，德迈仕市值为23亿元。道达号“个股趋势”提醒：1. 近30日内无机构对德迈仕进行调研。","2024-10-29 16:12:18"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615769.html","江瀚新材：2024年前三季度净利润约4.57亿元","每经AI快讯，江瀚新材10月29日晚间发布三季度业绩公告称，2024年前三季度营收约17.04亿元，同比减少2.69%；归属于上市公司股东的净利润约4.57亿元，同比减少14.46%。截至发稿，江瀚新材市值为96亿元。","2024-10-29 16:11:49"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615768.html","辰奕智能：2024年前三季度净利润约3274万元","每经AI快讯，辰奕智能10月29日晚间发布三季度业绩公告称，2024年前三季度营收约6.19亿元，同比增加26.51%；归属于上市公司股东的净利润约3274万元，同比减少49.43%；基本每股收益0.52元，同比减少71.11%。","2024-10-29 16:11:40"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615767.html","超频三：本次计提减值准备将减少公司2024年前三季度利润总额约4888万元","每经AI快讯，超频三10月29日晚间发布公告称，本次计提减值准备将减少公司2024年前三季度利润总额约4888万元，上述数据尚未经会计师事务所审计，最终数据以会计师事务所年度审计的财务数据为准。截至发稿，超频三市值为31亿元。","2024-10-29 16:11:31"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615766.html","尤安设计：2024年前三季度净利润约-4377万元","每经AI快讯，尤安设计10月29日晚间发布三季度业绩公告称，2024年前三季度营收约1.61亿元，同比减少26.79%；归属于上市公司股东的净利润亏损约4377万元；基本每股收益亏损0.2533元。截至发稿，尤安设计市值为33亿元。","2024-10-29 16:11:03"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615765.html","欧洲主要股指开盘集体上涨，德国DAX30指数涨0.45%","每经AI快讯，10月29日，欧洲主要股指开盘集体上涨，德国DAX30指数涨0.45%，英国富时100指数涨0.4%，法国CAC40指数涨0.25%，欧洲斯托克50指数涨0.44%。","2024-10-29 16:10:59"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615764.html","蚂蚁数科：未来三年将在大湾区加大投入10亿","每经AI快讯，记者从蚂蚁数科一场发布会现场获悉，蚂蚁数科副总裁、中国区业务发展部总经理孙磊表示，未来三年，蚂蚁数科将在大湾区加大投入10亿元，具体将围绕技术研发，生态共建、人才招募三大方向展开。据悉，蚂蚁数科是蚂蚁集团旗下科技业务子公司，2024年3月，蚂蚁数科正式开始独立化运营并完成20亿元增资。","2024-10-29 16:10:57"
"每日经济新闻","https://m.nbd.com.cn/articles/2024-10-29/3615763.html","全国碳市场今日收跌0.06%，报103.38元/吨","今日全国碳市场综合价格行情为：开盘价103.69元/吨，最高价103.69元/吨，最低价102.62元/吨，收盘价103.38元/吨，收盘价较前一日下跌0.06%。","2024-10-29 16:10:52"
